sample_index,method,pass_id,label,confidence
118,coannotating,2,neutral,
119,coannotating,2,disapproval,
120,coannotating,2,surprise,
121,coannotating,2,approval,
122,coannotating,2,excitement,
123,coannotating,2,excitement,
124,coannotating,2,annoyance,
125,coannotating,2,approval,
126,coannotating,2,disapproval,
127,coannotating,2,disgust,
128,coannotating,2,neutral,
129,coannotating,2,love,
130,coannotating,2,desire,
131,coannotating,2,disapproval,
132,coannotating,2,disgust,
133,coannotating,2,amusement,
134,coannotating,2,amusement,
135,coannotating,2,neutral,
136,coannotating,2,disapproval,
137,coannotating,2,amusement,
138,coannotating,2,curiosity,
139,coannotating,2,desire,
140,coannotating,2,disapproval,
141,coannotating,2,approval,
142,coannotating,2,amusement,
143,coannotating,2,confusion,
144,coannotating,2,optimism,
145,coannotating,2,excitement,
146,coannotating,2,love,
147,coannotating,2,neutral,
148,coannotating,2,amusement,
149,coannotating,2,embarrassment,
150,coannotating,2,sadness,
151,coannotating,2,embarrassment,
152,coannotating,2,neutral,
153,coannotating,2,annoyance,
154,coannotating,2,approval,
155,coannotating,2,gratitude,
156,coannotating,2,disapproval,
157,coannotating,2,disgust,
158,coannotating,2,approval,
159,coannotating,2,caring,
160,coannotating,2,sadness,
161,coannotating,2,love,
162,coannotating,2,amusement,
163,coannotating,2,neutral,
164,coannotating,2,admiration,
165,coannotating,2,neutral,
166,coannotating,2,admiration,
167,coannotating,2,excitement,
168,coannotating,2,neutral,
169,coannotating,2,annoyance,
170,coannotating,2,approval,
171,coannotating,2,neutral,
172,coannotating,2,neutral,
173,coannotating,2,admiration,
174,coannotating,2,neutral,
175,coannotating,2,curiosity,
176,coannotating,2,disapproval,
177,coannotating,2,annoyance,
178,coannotating,2,disapproval,
179,coannotating,2,annoyance,
180,coannotating,2,anger,
181,coannotating,2,amusement,
182,coannotating,2,disapproval,
183,coannotating,2,approval,
184,coannotating,2,love,
185,coannotating,2,excitement,
186,coannotating,2,fear,
187,coannotating,2,love,
188,coannotating,2,disapproval,
189,coannotating,2,disapproval,
190,coannotating,2,sadness,
191,coannotating,2,disapproval,
192,coannotating,2,relief,
193,coannotating,2,neutral,
194,coannotating,2,caring,
195,coannotating,2,annoyance,
196,coannotating,2,annoyance,
197,coannotating,2,admiration,
198,coannotating,2,approval,
199,coannotating,2,admiration,
200,coannotating,2,annoyance,
201,coannotating,2,realization,
202,coannotating,2,desire,
203,coannotating,2,amusement,
204,coannotating,2,annoyance,
205,coannotating,2,joy,
206,coannotating,2,neutral,
207,coannotating,2,admiration,
208,coannotating,2,annoyance,
209,coannotating,2,admiration,
210,coannotating,2,admiration,
211,coannotating,2,fear,
212,coannotating,2,amusement,
213,coannotating,2,neutral,
214,coannotating,2,amusement,
215,coannotating,2,annoyance,
216,coannotating,2,neutral,
217,coannotating,2,caring,
218,coannotating,2,approval,
219,coannotating,2,neutral,
220,coannotating,2,annoyance,
221,coannotating,2,neutral,
222,coannotating,2,disgust,
223,coannotating,2,approval,
224,coannotating,2,disappointment,
225,coannotating,2,surprise,
226,coannotating,2,disapproval,
227,coannotating,2,optimism,
228,coannotating,2,neutral,
229,coannotating,2,neutral,
230,coannotating,2,disapproval,
231,coannotating,2,caring,
232,coannotating,2,curiosity,
233,coannotating,2,disapproval,
234,coannotating,2,annoyance,
235,coannotating,2,neutral,
236,coannotating,2,amusement,
237,coannotating,2,disgust,
238,coannotating,2,disapproval,
239,coannotating,2,caring,
240,coannotating,2,disapproval,
241,coannotating,2,admiration,
242,coannotating,2,admiration,
243,coannotating,2,disapproval,
244,coannotating,2,disapproval,
245,coannotating,2,excitement,
246,coannotating,2,approval,
247,coannotating,2,neutral,
248,coannotating,2,gratitude,
249,coannotating,2,gratitude,
250,coannotating,2,neutral,
251,coannotating,2,neutral,
252,coannotating,2,realization,
253,coannotating,2,approval,
254,coannotating,2,curiosity,
255,coannotating,2,neutral,
256,coannotating,2,neutral,
257,coannotating,2,curiosity,
258,coannotating,2,admiration,
259,coannotating,2,admiration,
260,coannotating,2,amusement,
261,coannotating,2,neutral,
262,coannotating,2,optimism,
263,coannotating,2,neutral,
264,coannotating,2,admiration,
265,coannotating,2,amusement,
266,coannotating,2,disapproval,
267,coannotating,2,desire,
268,coannotating,2,optimism,
269,coannotating,2,neutral,
270,coannotating,2,disapproval,
271,coannotating,2,disapproval,
272,coannotating,2,neutral,
273,coannotating,2,nervousness,
274,coannotating,2,neutral,
275,coannotating,2,amusement,
276,coannotating,2,annoyance,
277,coannotating,2,approval,
278,coannotating,2,neutral,
279,coannotating,2,annoyance,
280,coannotating,2,neutral,
281,coannotating,2,excitement,
282,coannotating,2,surprise,
283,coannotating,2,amusement,
284,coannotating,2,fear,
285,coannotating,2,disgust,
286,coannotating,2,annoyance,
287,coannotating,2,neutral,
288,coannotating,2,surprise,
289,coannotating,2,neutral,
290,coannotating,2,optimism,
291,coannotating,2,neutral,
292,coannotating,2,amusement,
293,coannotating,2,caring,
294,coannotating,2,excitement,
295,coannotating,2,disapproval,
296,coannotating,2,joy,
297,coannotating,2,disapproval,
298,coannotating,2,amusement,
299,coannotating,2,neutral,
300,coannotating,2,amusement,
1,coannotating,3,amusement,
2,coannotating,3,neutral,
3,coannotating,3,neutral,
4,coannotating,3,annoyance,
5,coannotating,3,annoyance,
6,coannotating,3,excitement,
7,coannotating,3,annoyance,
8,coannotating,3,confusion,
9,coannotating,3,neutral,
10,coannotating,3,neutral,
11,coannotating,3,neutral,
12,coannotating,3,amusement,
13,coannotating,3,neutral,
14,coannotating,3,disapproval,
15,coannotating,3,joy,
16,coannotating,3,neutral,
17,coannotating,3,annoyance,
18,coannotating,3,neutral,
19,coannotating,3,amusement,
20,coannotating,3,neutral,
21,coannotating,3,disgust,
22,coannotating,3,caring,
23,coannotating,3,fear,
24,coannotating,3,neutral,
25,coannotating,3,neutral,
26,coannotating,3,disapproval,
27,coannotating,3,neutral,
28,coannotating,3,neutral,
29,coannotating,3,disapproval,
30,coannotating,3,caring,
31,coannotating,3,neutral,
32,coannotating,3,gratitude,
33,coannotating,3,caring,
34,coannotating,3,neutral,
35,coannotating,3,caring,
36,coannotating,3,disappointment,
37,coannotating,3,approval,
38,coannotating,3,annoyance,
39,coannotating,3,joy,
40,coannotating,3,gratitude,
41,coannotating,3,gratitude,
42,coannotating,3,neutral,
43,coannotating,3,amusement,
44,coannotating,3,disappointment,
45,coannotating,3,disgust,
46,coannotating,3,amusement,
47,coannotating,3,annoyance,
48,coannotating,3,confusion,
49,coannotating,3,disapproval,
50,coannotating,3,amusement,
51,coannotating,3,disapproval,
52,coannotating,3,neutral,
53,coannotating,3,curiosity,
54,coannotating,3,admiration,
55,coannotating,3,neutral,
56,coannotating,3,neutral,
57,coannotating,3,disappointment,
58,coannotating,3,gratitude,
59,coannotating,3,curiosity,
60,coannotating,3,caring,
61,coannotating,3,admiration,
62,coannotating,3,amusement,
63,coannotating,3,neutral,
64,coannotating,3,neutral,
65,coannotating,3,optimism,
66,coannotating,3,approval,
67,coannotating,3,excitement,
68,coannotating,3,caring,
69,coannotating,3,admiration,
70,coannotating,3,confusion,
71,coannotating,3,neutral,
72,coannotating,3,disappointment,
73,coannotating,3,neutral,
74,coannotating,3,neutral,
75,coannotating,3,admiration,
76,coannotating,3,surprise,
77,coannotating,3,neutral,
78,coannotating,3,annoyance,
79,coannotating,3,annoyance,
80,coannotating,3,excitement,
81,coannotating,3,disapproval,
82,coannotating,3,neutral,
83,coannotating,3,neutral,
84,coannotating,3,fear,
85,coannotating,3,optimism,
86,coannotating,3,neutral,
87,coannotating,3,confusion,
88,coannotating,3,neutral,
89,coannotating,3,neutral,
90,coannotating,3,disapproval,
91,coannotating,3,amusement,
92,coannotating,3,admiration,
93,coannotating,3,curiosity,
94,coannotating,3,curiosity,
95,coannotating,3,neutral,
96,coannotating,3,joy,
97,coannotating,3,disapproval,
98,coannotating,3,neutral,
99,coannotating,3,gratitude,
100,coannotating,3,disapproval,
101,coannotating,3,neutral,
102,coannotating,3,optimism,
103,coannotating,3,approval,
104,coannotating,3,neutral,
105,coannotating,3,admiration,
106,coannotating,3,gratitude,
107,coannotating,3,admiration,
108,coannotating,3,amusement,
109,coannotating,3,neutral,
110,coannotating,3,neutral,
111,coannotating,3,optimism,
112,coannotating,3,neutral,
113,coannotating,3,neutral,
114,coannotating,3,curiosity,
115,coannotating,3,amusement,
116,coannotating,3,neutral,
117,coannotating,3,sadness,
118,coannotating,3,neutral,
119,coannotating,3,disapproval,
120,coannotating,3,surprise,
121,coannotating,3,amusement,
122,coannotating,3,excitement,
123,coannotating,3,excitement,
124,coannotating,3,annoyance,
125,coannotating,3,approval,
126,coannotating,3,disapproval,
127,coannotating,3,disgust,
128,coannotating,3,neutral,
129,coannotating,3,love,
130,coannotating,3,desire,
131,coannotating,3,disapproval,
132,coannotating,3,fear,
133,coannotating,3,amusement,
134,coannotating,3,amusement,
135,coannotating,3,neutral,
136,coannotating,3,disapproval,
137,coannotating,3,amusement,
138,coannotating,3,curiosity,
139,coannotating,3,desire,
140,coannotating,3,disapproval,
141,coannotating,3,approval,
142,coannotating,3,amusement,
143,coannotating,3,confusion,
144,coannotating,3,optimism,
145,coannotating,3,excitement,
146,coannotating,3,love,
147,coannotating,3,neutral,
148,coannotating,3,amusement,
149,coannotating,3,embarrassment,
150,coannotating,3,sadness,
151,coannotating,3,embarrassment,
152,coannotating,3,neutral,
153,coannotating,3,annoyance,
154,coannotating,3,approval,
155,coannotating,3,gratitude,
156,coannotating,3,disapproval,
157,coannotating,3,disgust,
158,coannotating,3,approval,
159,coannotating,3,caring,
160,coannotating,3,sadness,
161,coannotating,3,love,
162,coannotating,3,amusement,
163,coannotating,3,neutral,
164,coannotating,3,admiration,
165,coannotating,3,neutral,
166,coannotating,3,admiration,
167,coannotating,3,surprise,
168,coannotating,3,neutral,
169,coannotating,3,annoyance,
170,coannotating,3,neutral,
171,coannotating,3,neutral,
172,coannotating,3,neutral,
173,coannotating,3,admiration,
174,coannotating,3,neutral,
175,coannotating,3,curiosity,
176,coannotating,3,disapproval,
177,coannotating,3,annoyance,
178,coannotating,3,disapproval,
179,coannotating,3,neutral,
180,coannotating,3,anger,
181,coannotating,3,neutral,
182,coannotating,3,disapproval,
183,coannotating,3,approval,
184,coannotating,3,love,
185,coannotating,3,neutral,
186,coannotating,3,fear,
187,coannotating,3,love,
188,coannotating,3,disapproval,
189,coannotating,3,disapproval,
190,coannotating,3,sadness,
191,coannotating,3,disapproval,
192,coannotating,3,relief,
193,coannotating,3,neutral,
194,coannotating,3,optimism,
195,coannotating,3,annoyance,
196,coannotating,3,annoyance,
197,coannotating,3,admiration,
198,coannotating,3,approval,
199,coannotating,3,admiration,
200,coannotating,3,disapproval,
201,coannotating,3,realization,
202,coannotating,3,desire,
203,coannotating,3,amusement,
204,coannotating,3,annoyance,
205,coannotating,3,joy,
206,coannotating,3,neutral,
207,coannotating,3,admiration,
208,coannotating,3,annoyance,
209,coannotating,3,admiration,
210,coannotating,3,admiration,
211,coannotating,3,fear,
212,coannotating,3,amusement,
213,coannotating,3,neutral,
214,coannotating,3,confusion,
215,coannotating,3,annoyance,
216,coannotating,3,neutral,
217,coannotating,3,caring,
218,coannotating,3,approval,
219,coannotating,3,disapproval,
220,coannotating,3,annoyance,
221,coannotating,3,neutral,
222,coannotating,3,disgust,
223,coannotating,3,approval,
224,coannotating,3,disappointment,
225,coannotating,3,surprise,
226,coannotating,3,disapproval,
227,coannotating,3,optimism,
228,coannotating,3,neutral,
229,coannotating,3,neutral,
230,coannotating,3,disapproval,
231,coannotating,3,joy,
232,coannotating,3,curiosity,
233,coannotating,3,disapproval,
234,coannotating,3,annoyance,
235,coannotating,3,neutral,
236,coannotating,3,amusement,
237,coannotating,3,disgust,
238,coannotating,3,disapproval,
239,coannotating,3,caring,
240,coannotating,3,disapproval,
241,coannotating,3,admiration,
242,coannotating,3,admiration,
243,coannotating,3,neutral,
244,coannotating,3,disapproval,
245,coannotating,3,excitement,
246,coannotating,3,approval,
247,coannotating,3,disapproval,
248,coannotating,3,gratitude,
249,coannotating,3,gratitude,
250,coannotating,3,neutral,
251,coannotating,3,neutral,
252,coannotating,3,approval,
253,coannotating,3,approval,
254,coannotating,3,curiosity,
255,coannotating,3,neutral,
256,coannotating,3,neutral,
257,coannotating,3,curiosity,
258,coannotating,3,neutral,
259,coannotating,3,admiration,
260,coannotating,3,amusement,
261,coannotating,3,neutral,
262,coannotating,3,optimism,
263,coannotating,3,neutral,
264,coannotating,3,admiration,
265,coannotating,3,neutral,
266,coannotating,3,disapproval,
267,coannotating,3,desire,
268,coannotating,3,optimism,
269,coannotating,3,disapproval,
270,coannotating,3,disapproval,
271,coannotating,3,disapproval,
272,coannotating,3,neutral,
273,coannotating,3,nervousness,
274,coannotating,3,neutral,
275,coannotating,3,neutral,
276,coannotating,3,annoyance,
277,coannotating,3,approval,
278,coannotating,3,neutral,
279,coannotating,3,annoyance,
280,coannotating,3,annoyance,
281,coannotating,3,approval,
282,coannotating,3,surprise,
283,coannotating,3,amusement,
284,coannotating,3,fear,
285,coannotating,3,embarrassment,
286,coannotating,3,annoyance,
287,coannotating,3,annoyance,
288,coannotating,3,surprise,
289,coannotating,3,neutral,
290,coannotating,3,optimism,
291,coannotating,3,approval,
292,coannotating,3,amusement,
293,coannotating,3,caring,
294,coannotating,3,excitement,
295,coannotating,3,disapproval,
296,coannotating,3,joy,
297,coannotating,3,disapproval,
298,coannotating,3,approval,
299,coannotating,3,neutral,
300,coannotating,3,neutral,
1,coannotating,4,amusement,
2,coannotating,4,amusement,
3,coannotating,4,neutral,
4,coannotating,4,annoyance,
5,coannotating,4,annoyance,
6,coannotating,4,amusement,
7,coannotating,4,annoyance,
8,coannotating,4,curiosity,
9,coannotating,4,neutral,
10,coannotating,4,neutral,
11,coannotating,4,neutral,
12,coannotating,4,amusement,
13,coannotating,4,neutral,
14,coannotating,4,disapproval,
15,coannotating,4,joy,
16,coannotating,4,neutral,
17,coannotating,4,annoyance,
18,coannotating,4,neutral,
19,coannotating,4,amusement,
20,coannotating,4,neutral,
21,coannotating,4,disapproval,
22,coannotating,4,caring,
23,coannotating,4,fear,
24,coannotating,4,neutral,
25,coannotating,4,neutral,
26,coannotating,4,disapproval,
27,coannotating,4,neutral,
28,coannotating,4,neutral,
29,coannotating,4,disapproval,
30,coannotating,4,caring,
31,coannotating,4,neutral,
32,coannotating,4,gratitude,
33,coannotating,4,caring,
34,coannotating,4,neutral,
35,coannotating,4,caring,
36,coannotating,4,disappointment,
37,coannotating,4,approval,
38,coannotating,4,annoyance,
39,coannotating,4,joy,
40,coannotating,4,gratitude,
41,coannotating,4,gratitude,
42,coannotating,4,neutral,
43,coannotating,4,amusement,
44,coannotating,4,disappointment,
45,coannotating,4,disgust,
46,coannotating,4,amusement,
47,coannotating,4,annoyance,
48,coannotating,4,confusion,
49,coannotating,4,disapproval,
50,coannotating,4,amusement,
51,coannotating,4,neutral,
52,coannotating,4,neutral,
53,coannotating,4,curiosity,
54,coannotating,4,admiration,
55,coannotating,4,neutral,
56,coannotating,4,neutral,
57,coannotating,4,disappointment,
58,coannotating,4,gratitude,
59,coannotating,4,curiosity,
60,coannotating,4,caring,
61,coannotating,4,admiration,
62,coannotating,4,amusement,
63,coannotating,4,neutral,
64,coannotating,4,neutral,
65,coannotating,4,optimism,
66,coannotating,4,approval,
67,coannotating,4,excitement,
68,coannotating,4,caring,
69,coannotating,4,admiration,
70,coannotating,4,confusion,
71,coannotating,4,neutral,
72,coannotating,4,disappointment,
73,coannotating,4,neutral,
74,coannotating,4,neutral,
75,coannotating,4,admiration,
76,coannotating,4,surprise,
77,coannotating,4,neutral,
78,coannotating,4,annoyance,
79,coannotating,4,annoyance,
80,coannotating,4,excitement,
81,coannotating,4,disapproval,
82,coannotating,4,neutral,
83,coannotating,4,neutral,
84,coannotating,4,fear,
85,coannotating,4,optimism,
86,coannotating,4,neutral,
87,coannotating,4,annoyance,
88,coannotating,4,neutral,
89,coannotating,4,surprise,
90,coannotating,4,disapproval,
91,coannotating,4,amusement,
92,coannotating,4,admiration,
93,coannotating,4,curiosity,
94,coannotating,4,curiosity,
95,coannotating,4,relief,
96,coannotating,4,joy,
97,coannotating,4,disapproval,
98,coannotating,4,neutral,
99,coannotating,4,gratitude,
100,coannotating,4,disapproval,
101,coannotating,4,neutral,
102,coannotating,4,optimism,
103,coannotating,4,approval,
104,coannotating,4,neutral,
105,coannotating,4,admiration,
106,coannotating,4,gratitude,
107,coannotating,4,admiration,
108,coannotating,4,amusement,
109,coannotating,4,neutral,
110,coannotating,4,neutral,
111,coannotating,4,optimism,
112,coannotating,4,neutral,
113,coannotating,4,neutral,
114,coannotating,4,curiosity,
115,coannotating,4,amusement,
116,coannotating,4,neutral,
117,coannotating,4,sadness,
118,coannotating,4,neutral,
119,coannotating,4,disapproval,
120,coannotating,4,amusement,
121,coannotating,4,amusement,
122,coannotating,4,excitement,
123,coannotating,4,excitement,
124,coannotating,4,annoyance,
125,coannotating,4,approval,
126,coannotating,4,disapproval,
127,coannotating,4,disgust,
128,coannotating,4,neutral,
129,coannotating,4,love,
130,coannotating,4,desire,
131,coannotating,4,disapproval,
132,coannotating,4,disgust,
133,coannotating,4,amusement,
134,coannotating,4,amusement,
135,coannotating,4,neutral,
136,coannotating,4,neutral,
137,coannotating,4,disapproval,
138,coannotating,4,curiosity,
139,coannotating,4,desire,
140,coannotating,4,disapproval,
141,coannotating,4,admiration,
142,coannotating,4,amusement,
143,coannotating,4,confusion,
144,coannotating,4,optimism,
145,coannotating,4,excitement,
146,coannotating,4,love,
147,coannotating,4,neutral,
148,coannotating,4,amusement,
149,coannotating,4,embarrassment,
150,coannotating,4,sadness,
151,coannotating,4,embarrassment,
152,coannotating,4,neutral,
153,coannotating,4,annoyance,
154,coannotating,4,approval,
155,coannotating,4,gratitude,
156,coannotating,4,disapproval,
157,coannotating,4,disgust,
158,coannotating,4,approval,
159,coannotating,4,caring,
160,coannotating,4,sadness,
161,coannotating,4,love,
162,coannotating,4,amusement,
163,coannotating,4,neutral,
164,coannotating,4,admiration,
165,coannotating,4,neutral,
166,coannotating,4,admiration,
167,coannotating,4,excitement,
168,coannotating,4,neutral,
169,coannotating,4,annoyance,
170,coannotating,4,neutral,
171,coannotating,4,neutral,
172,coannotating,4,neutral,
173,coannotating,4,admiration,
174,coannotating,4,neutral,
175,coannotating,4,curiosity,
176,coannotating,4,disapproval,
177,coannotating,4,annoyance,
178,coannotating,4,annoyance,
179,coannotating,4,neutral,
180,coannotating,4,anger,
181,coannotating,4,amusement,
182,coannotating,4,disapproval,
183,coannotating,4,approval,
184,coannotating,4,love,
185,coannotating,4,excitement,
186,coannotating,4,fear,
187,coannotating,4,love,
188,coannotating,4,disapproval,
189,coannotating,4,disapproval,
190,coannotating,4,sadness,
191,coannotating,4,disapproval,
192,coannotating,4,relief,
193,coannotating,4,neutral,
194,coannotating,4,caring,
195,coannotating,4,annoyance,
196,coannotating,4,annoyance,
197,coannotating,4,admiration,
198,coannotating,4,approval,
199,coannotating,4,admiration,
200,coannotating,4,annoyance,
201,coannotating,4,curiosity,
202,coannotating,4,desire,
203,coannotating,4,amusement,
204,coannotating,4,annoyance,
205,coannotating,4,joy,
206,coannotating,4,neutral,
207,coannotating,4,admiration,
208,coannotating,4,annoyance,
209,coannotating,4,admiration,
210,coannotating,4,admiration,
211,coannotating,4,fear,
212,coannotating,4,amusement,
213,coannotating,4,neutral,
214,coannotating,4,confusion,
215,coannotating,4,annoyance,
216,coannotating,4,neutral,
217,coannotating,4,caring,
218,coannotating,4,approval,
219,coannotating,4,neutral,
220,coannotating,4,annoyance,
221,coannotating,4,neutral,
222,coannotating,4,disgust,
223,coannotating,4,approval,
224,coannotating,4,disappointment,
225,coannotating,4,surprise,
226,coannotating,4,disapproval,
227,coannotating,4,optimism,
228,coannotating,4,neutral,
229,coannotating,4,neutral,
230,coannotating,4,disapproval,
231,coannotating,4,caring,
232,coannotating,4,curiosity,
233,coannotating,4,disapproval,
234,coannotating,4,annoyance,
235,coannotating,4,neutral,
236,coannotating,4,amusement,
237,coannotating,4,disgust,
238,coannotating,4,disapproval,
239,coannotating,4,caring,
240,coannotating,4,disapproval,
241,coannotating,4,admiration,
242,coannotating,4,admiration,
243,coannotating,4,neutral,
244,coannotating,4,neutral,
245,coannotating,4,excitement,
246,coannotating,4,approval,
247,coannotating,4,neutral,
248,coannotating,4,gratitude,
249,coannotating,4,gratitude,
250,coannotating,4,neutral,
251,coannotating,4,neutral,
252,coannotating,4,approval,
253,coannotating,4,approval,
254,coannotating,4,curiosity,
255,coannotating,4,neutral,
256,coannotating,4,neutral,
257,coannotating,4,curiosity,
258,coannotating,4,admiration,
259,coannotating,4,admiration,
260,coannotating,4,amusement,
261,coannotating,4,neutral,
262,coannotating,4,optimism,
263,coannotating,4,neutral,
264,coannotating,4,admiration,
265,coannotating,4,neutral,
266,coannotating,4,disapproval,
267,coannotating,4,fear,
268,coannotating,4,optimism,
269,coannotating,4,neutral,
270,coannotating,4,disapproval,
271,coannotating,4,disapproval,
272,coannotating,4,neutral,
273,coannotating,4,nervousness,
274,coannotating,4,neutral,
275,coannotating,4,neutral,
276,coannotating,4,annoyance,
277,coannotating,4,approval,
278,coannotating,4,neutral,
279,coannotating,4,annoyance,
280,coannotating,4,annoyance,
281,coannotating,4,excitement,
282,coannotating,4,surprise,
283,coannotating,4,amusement,
284,coannotating,4,fear,
285,coannotating,4,embarrassment,
286,coannotating,4,annoyance,
287,coannotating,4,neutral,
288,coannotating,4,surprise,
289,coannotating,4,neutral,
290,coannotating,4,optimism,
291,coannotating,4,neutral,
292,coannotating,4,amusement,
293,coannotating,4,caring,
294,coannotating,4,excitement,
295,coannotating,4,disapproval,
296,coannotating,4,joy,
297,coannotating,4,disapproval,
298,coannotating,4,approval,
299,coannotating,4,neutral,
300,coannotating,4,neutral,
1,tavakoli_zamani,0,neutral,45
2,tavakoli_zamani,0,amusement,45
3,tavakoli_zamani,0,neutral,90
4,tavakoli_zamani,0,annoyance,60
5,tavakoli_zamani,0,annoyance,50
6,tavakoli_zamani,0,amusement,40
7,tavakoli_zamani,0,annoyance,40
8,tavakoli_zamani,0,curiosity,35
9,tavakoli_zamani,0,neutral,60
10,tavakoli_zamani,0,neutral,70
11,tavakoli_zamani,0,amusement,40
12,tavakoli_zamani,0,amusement,60
13,tavakoli_zamani,0,neutral,50
14,tavakoli_zamani,0,disapproval,35
15,tavakoli_zamani,0,joy,40
16,tavakoli_zamani,0,neutral,35
17,tavakoli_zamani,0,annoyance,50
18,tavakoli_zamani,0,neutral,55
19,tavakoli_zamani,0,amusement,55
20,tavakoli_zamani,0,neutral,35
21,tavakoli_zamani,0,disapproval,40
22,tavakoli_zamani,0,caring,65
23,tavakoli_zamani,0,fear,45
24,tavakoli_zamani,0,amusement,35
25,tavakoli_zamani,0,neutral,45
26,tavakoli_zamani,0,disapproval,45
27,tavakoli_zamani,0,neutral,85
28,tavakoli_zamani,0,neutral,85
29,tavakoli_zamani,0,disapproval,45
30,tavakoli_zamani,0,caring,45
31,tavakoli_zamani,0,neutral,55
32,tavakoli_zamani,0,gratitude,75
33,tavakoli_zamani,0,caring,55
34,tavakoli_zamani,0,neutral,60
35,tavakoli_zamani,0,neutral,45
36,tavakoli_zamani,0,disappointment,45
37,tavakoli_zamani,0,approval,40
38,tavakoli_zamani,0,disapproval,45
39,tavakoli_zamani,0,joy,30
40,tavakoli_zamani,0,gratitude,55
41,tavakoli_zamani,0,gratitude,60
42,tavakoli_zamani,0,neutral,45
43,tavakoli_zamani,0,amusement,45
44,tavakoli_zamani,0,disappointment,50
45,tavakoli_zamani,0,disgust,35
46,tavakoli_zamani,0,amusement,60
47,tavakoli_zamani,0,annoyance,40
48,tavakoli_zamani,0,confusion,80
49,tavakoli_zamani,0,disapproval,50
50,tavakoli_zamani,0,amusement,35
51,tavakoli_zamani,0,neutral,45
52,tavakoli_zamani,0,curiosity,35
53,tavakoli_zamani,0,curiosity,85
54,tavakoli_zamani,0,admiration,50
55,tavakoli_zamani,0,neutral,75
56,tavakoli_zamani,0,amusement,30
57,tavakoli_zamani,0,disappointment,35
58,tavakoli_zamani,0,gratitude,70
59,tavakoli_zamani,0,curiosity,35
60,tavakoli_zamani,0,caring,45
61,tavakoli_zamani,0,admiration,55
62,tavakoli_zamani,0,amusement,55
63,tavakoli_zamani,0,neutral,45
64,tavakoli_zamani,0,neutral,40
65,tavakoli_zamani,0,optimism,60
66,tavakoli_zamani,0,admiration,40
67,tavakoli_zamani,0,excitement,45
68,tavakoli_zamani,0,caring,45
69,tavakoli_zamani,0,admiration,70
70,tavakoli_zamani,0,confusion,55
71,tavakoli_zamani,0,neutral,40
72,tavakoli_zamani,0,disappointment,60
73,tavakoli_zamani,0,neutral,40
74,tavakoli_zamani,0,amusement,40
75,tavakoli_zamani,0,admiration,65
76,tavakoli_zamani,0,curiosity,40
77,tavakoli_zamani,0,neutral,40
78,tavakoli_zamani,0,annoyance,45
79,tavakoli_zamani,0,annoyance,60
80,tavakoli_zamani,0,excitement,55
81,tavakoli_zamani,0,disapproval,40
82,tavakoli_zamani,0,neutral,60
83,tavakoli_zamani,0,neutral,55
84,tavakoli_zamani,0,fear,80
85,tavakoli_zamani,0,optimism,45
86,tavakoli_zamani,0,neutral,85
87,tavakoli_zamani,0,confusion,45
88,tavakoli_zamani,0,neutral,55
89,tavakoli_zamani,0,neutral,35
90,tavakoli_zamani,0,disapproval,50
91,tavakoli_zamani,0,amusement,45
92,tavakoli_zamani,0,admiration,40
93,tavakoli_zamani,0,curiosity,55
94,tavakoli_zamani,0,curiosity,80
95,tavakoli_zamani,0,gratitude,45
96,tavakoli_zamani,0,joy,60
97,tavakoli_zamani,0,disapproval,40
98,tavakoli_zamani,0,neutral,70
99,tavakoli_zamani,0,gratitude,85
100,tavakoli_zamani,0,disapproval,55
101,tavakoli_zamani,0,neutral,65
102,tavakoli_zamani,0,neutral,35
103,tavakoli_zamani,0,approval,50
104,tavakoli_zamani,0,neutral,85
105,tavakoli_zamani,0,admiration,90
106,tavakoli_zamani,0,gratitude,55
107,tavakoli_zamani,0,admiration,85
108,tavakoli_zamani,0,amusement,40
109,tavakoli_zamani,0,neutral,50
110,tavakoli_zamani,0,neutral,70
111,tavakoli_zamani,0,optimism,35
112,tavakoli_zamani,0,neutral,60
113,tavakoli_zamani,0,neutral,45
114,tavakoli_zamani,0,curiosity,65
115,tavakoli_zamani,0,amusement,60
116,tavakoli_zamani,0,neutral,45
117,tavakoli_zamani,0,sadness,40
118,tavakoli_zamani,0,neutral,40
119,tavakoli_zamani,0,disapproval,55
120,tavakoli_zamani,0,amusement,35
121,tavakoli_zamani,0,approval,35
122,tavakoli_zamani,0,excitement,35
123,tavakoli_zamani,0,excitement,90
124,tavakoli_zamani,0,annoyance,50
125,tavakoli_zamani,0,approval,50
126,tavakoli_zamani,0,disapproval,40
127,tavakoli_zamani,0,disgust,50
128,tavakoli_zamani,0,neutral,35
129,tavakoli_zamani,0,love,50
130,tavakoli_zamani,0,desire,50
131,tavakoli_zamani,0,disapproval,50
132,tavakoli_zamani,0,disgust,35
133,tavakoli_zamani,0,amusement,55
134,tavakoli_zamani,0,amusement,45
135,tavakoli_zamani,0,neutral,50
136,tavakoli_zamani,0,disapproval,40
137,tavakoli_zamani,0,amusement,35
138,tavakoli_zamani,0,curiosity,70
139,tavakoli_zamani,0,desire,45
140,tavakoli_zamani,0,disapproval,40
141,tavakoli_zamani,0,admiration,55
142,tavakoli_zamani,0,amusement,55
143,tavakoli_zamani,0,confusion,35
144,tavakoli_zamani,0,optimism,75
145,tavakoli_zamani,0,excitement,45
